,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
703,55384,4Oqq6x7TA5TDvwwnckvCGg,Floor 2,510 Market St,Pittsburgh,PA,15222,40.441487,-80.0016733,3.5,149,1,"Breakfast & Brunch, American (New), Restaurants, Bars, Nightlife",,,,,,,False,True,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,True,True,False,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",False,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}",u'average',True,True,u'full_bar','casual',True,False,True,False,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",u'free',2,6:30-0:0,6:30-2:0,6:30-2:0,6:30-2:0,6:30-0:0,6:30-0:0,6:30-0:0
704,55401,S8urdN6ACnRQUm-7o9An8w,Altius,1230 Grandview Ave,Pittsburgh,PA,15211,40.438556,-80.019299,4.5,590,1,"Restaurants, Bars, Food, American (New), Event Planning & Services, Venues & Event Spaces, Nightlife, Desserts",,,,,,,False,True,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,True,True,False,False,False,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",'average',True,False,u'full_bar','dressy',True,False,False,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",'no',3,17:0-21:0,17:0-23:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,0:0-0:0
705,55483,yOM-OLQExaKHdrHRIfcBKQ,Sababa Middle Eastern Grill,2121 Murray Ave,Pittsburgh,PA,15217,40.4331248,-79.9229243,4.0,26,0,"Restaurants, Middle Eastern",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'average',True,False,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,
706,55623,I5z8NAbY-fajI7YWvGU8jQ,Panera Bread,942 Freeport Rd,Pittsburgh,PA,15238,40.4894344,-79.8924741,3.0,22,1,"Salad, Soup, Breakfast & Brunch, Bagels, Restaurants, Bakeries, Food, Sandwiches",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}",u'quiet',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'free',1,7:0-20:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
707,55724,AnXCOnAFU69mQ6xzdgBleQ,Nana's Hot Dog Shop,1110 Federal St,Pittsburgh,PA,15212,40.455929,-80.0065429,4.0,15,1,"American (Traditional), Hot Dogs, American (New), Restaurants, Food",,,,,,,,,,,,,,False,False,,False,True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'loud',False,False,'none','casual',False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',1,,,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,0:0-0:0
708,55875,5h7ra0kJKswSZEzbFSIpaw,Beehive Coffee,1327 E Carson St,Pittsburgh,PA,15203,40.4289537,-79.9842819,4.0,138,0,"Beer, Wine & Spirits, Food, Restaurants, Breakfast & Brunch, Coffee & Tea, Vegetarian, Desserts",,,False,,,,,,,,,,,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}",u'average',False,False,'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,8:0-23:0,8:0-2:0,8:0-2:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-23:0
709,55933,xcjEnqXQU4a6FfomtQR9tQ,Pennsbury Pub & Grill,1049 Pennsbury Blvd,Pittsburgh,PA,15205,40.428912,-80.100112,3.5,23,1,"Gastropubs, American (New), Restaurants, Bars, Pubs, Nightlife, Chicken Wings",,,,,,,,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,True,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,True,,'casual',True,True,True,True,True,,'no',1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
710,56012,lTxZFiWEd2NNF4Eh7_mlRg,Kassab's,1207 E Carson St,Pittsburgh,PA,15203,40.4288913,-79.9860781,4.0,127,1,"Middle Eastern, Lebanese, Greek, Mediterranean, Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,'none','casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'no',2,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
711,56164,ehX704h8SSm8hFaYVyBuAA,Pad Thai Noodle,4770 Liberty Ave,Pittsburgh,PA,15224,40.4607487,-79.9477661,4.5,57,1,"Thai, Restaurants, Japanese, Noodles",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,True,,,,,True,None,,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
712,56209,8MSzI-4KJHpGBLiILkrtVg,Ichiban,1160 Park Manor Blvd,Pittsburgh,PA,15205,40.4534714487,-80.1626419804,3.0,107,1,"Japanese, Restaurants",,,,,,,,,,,,,,,True,,True,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,13:0-21:0,,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30
713,56242,qihqxBCgXOPf2c-QxaFibA,Tilted Kilt Pub & Eatery,120 Andrew Dr.,Pittsburgh,PA,15275,40.4510091088,-80.1750118798,2.5,45,0,"American (Traditional), Sports Bars, Pubs, Nightlife, Bars, Restaurants",,,,,,,,,,,,,,,,,True,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'average',False,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'no',2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
714,56397,L_ibZRB6OAQCnQuA3jluyQ,Kous Kous Cafe,665 Washington Rd,Pittsburgh,PA,15228,40.381418,-80.04418,4.5,54,0,"Moroccan, Restaurants",,,,,,,,,,,,,,,,,,,False,"{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,u'average',True,False,u'none',u'casual',True,False,True,False,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,11:30-15:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
715,56460,j37Z4LIXTH9j6KOq9aX8DQ,Beer Emporium,302 S Saint Clair St,Pittsburgh,PA,15206,40.4599557,-79.93072599999999,3.5,173,0,"Bars, Nightlife, Food, Beer, Wine & Spirits, American (New), Pubs, Restaurants, Belgian, Chicken Wings, Salad, Sandwiches",,,,,,,False,,,,,,,,,,True,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,'full_bar','casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,12:0-21:0,11:0-0:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
716,56605,s1rOAKJV-cXD6hQJBQep9w,CobblerWorld,1059 Penn Ave,Pittsburgh,PA,15222,40.4448733,-79.994473,5.0,5,1,"Restaurants, Breakfast & Brunch, Desserts, Bakeries, Food",,,,,,,,,,,,,,True,False,,,False,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,,True,False,u'none','casual',True,False,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
717,56630,XjAb0mxgCtq96pWWJjUBAg,Buca di Beppo Italian Restaurant,6600 Robinson Centre Dr,Pittsburgh,PA,15205,40.4553479004,-80.1606749325,2.5,111,1,"Food, Italian, Restaurants, Nightlife, Bars, Caterers, Event Planning & Services, Pizza, Wine Bars",,,,,,,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,False,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,11:0-21:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-22:0
718,56658,CLSRz9E-HmQRDwV2_smoDA,Ichiban Hibachi Steakhouse,983 Freeport Rd,Pittsburgh,PA,15238,40.4879535,-79.8869153,3.5,100,1,"Sushi Bars, Steakhouses, Japanese, Restaurants",,,,,,,,,,,,,,True,True,,True,False,True,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'loud',True,True,'full_bar','casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'no',2,12:0-20:45,13:0-22:15,16:30-22:15,16:30-21:15,16:30-21:15,16:30-21:15,16:30-21:15
719,56777,-Z83meSvAH4vJ6dfO8hjUw,Jimmy John's,1935 Settlers Ridge Center Dr,Pittsburgh,PA,15205,40.4386197,-80.1464733,4.0,19,1,"Restaurants, Food, Fast Food, Sandwiches, Delis",,,,,,False,,,,,,,,True,False,,False,True,True,None,True,None,u'loud',False,True,'none','casual',True,True,True,True,True,None,u'no',1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
720,56836,FIxZW5OjfBotUouYzyYSjw,Einstein Bros Bagels,1736 Washington Rd,Pittsburgh,PA,15241,40.3475049005,-80.0545406342,2.5,5,0,"Breakfast & Brunch, Food, Sandwiches, Bagels, Restaurants",,,,,,,,,,,,,,,,,,,True,,True,,,False,,u'none',u'casual',True,True,True,False,,,,1,,,,,,,
721,56901,f_3iYyGZCd8BMznQ4O8_2Q,My Ngoc Restaurant,2120 Penn Ave,Pittsburgh,PA,15222,40.4518574,-79.9824426,3.0,12,1,"Restaurants, Vietnamese",,,,,,,,,,,,,,,,,,,True,,,,,,,u'none',u'casual',True,False,True,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
722,56902,KBBXaD0FXDTpFuTuSJ6yHA,Applebee's Grill + Bar,3440 William Penn Hwy,Pittsburgh,PA,15235,40.429457,-79.811206,2.5,29,1,"Sports Bars, Chicken Wings, Bars, Sandwiches, Nightlife, Restaurants, Steakhouses, American (Traditional), Burgers",,,False,,,,,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'free',2,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-20:0,0:0-0:0
723,56982,ZwuHsufvw1x5rd2c-qyw2w,Pirata,274 Forbes Ave,Pittsburgh,PA,15222,40.4402384503,-80.0015466783,4.0,218,0,"Nightlife, Sandwiches, Bars, Cocktail Bars, Restaurants, Caribbean",,,,,,,False,False,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar','casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'free',2,,11:30-0:0,11:30-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
724,57002,-7H-oXvCxJzuT42ky6Db0g,Industry Public House,4305 Butler St,Pittsburgh,PA,15201,40.4707828,-79.9602498,3.5,590,1,"Nightlife, Restaurants, American (New), Bars, Food, Beer, Wine & Spirits, Cocktail Bars, Beer Bar",,,,,,,False,False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,False,,True,True,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': None}",False,"{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,10:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
725,57024,9DnHnAbd5sciiBHrQs7DJA,The Pizza Company,4065 Penn Ave,Pittsburgh,PA,15224,40.4657853,-79.9555582,3.5,23,0,"Pizza, Sandwiches, Barbeque, Restaurants",,,,,,,,,,,,,,,,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,u'average',,,,u'casual',True,True,True,True,,,,1,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
726,57059,CaMwTEn92eJ1T2Zfr1xcnA,Mamma Lucia Pizza,433 Wood St,Pittsburgh,PA,15222,40.4403689,-80.0009226,4.0,21,1,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",'quiet',False,True,'none','casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',1,,,,,,,
727,57079,0OkfU0vDBprsIEd5hWuhAQ,Simple Gourmet,2203 1/2 Ardmore Blvd,Pittsburgh,PA,15221,40.4179157,-79.8485663,5.0,41,0,"Sandwiches, Restaurants, Food, Desserts, American (New)",,,,,,,,,,,,,,,,,,True,False,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,'quiet',False,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30
728,57099,tC5DvP7LQHoyyHLW1bXK7w,Astroid Café,"333 E Carson St, Ste 135",Pittsburgh,PA,15219,40.4304194,-79.99698,4.5,11,1,"Restaurants, Cafes, Food, Coffee & Tea",,,,,,,,,,,,,,True,False,False,,,,,True,,,False,False,u'none',,True,,,False,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',,,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
729,57154,eVfiw0hygDAz0wwrD9f_zQ,Porked East Liberty,220 N Highland Ave,Pittsburgh,PA,15206,40.4629299,-79.9237957,4.5,28,0,"Mexican, Tacos, Donuts, Restaurants, Specialty Food, Sandwiches, Food",,,,,,,,,,,,,,True,,,True,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,True,u'beer_and_wine',,True,,True,None,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',,,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,0:0-0:0
730,57249,Q7OsHUJgkPHuHNTDBJqPag,Roots Natural Kitchen,3610 Forbes Ave.,Pittsburgh,PA,15213,40.4407677,-79.9578317,4.5,89,1,"American (New), Restaurants, Food",,,,,,,,,,,,,,True,False,,False,,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,False,u'none',u'casual',True,,True,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,11:0-22:0,11:0-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
731,57632,adhGGZw7x_Gary5ZwNibbg,Namaste Momo Corner,4114 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.3669815,-79.9843965,5.0,28,1,"Himalayan/Nepalese, Restaurants, Fast Food",,,,,,,,,,,,,False,,False,False,,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,True,u'none',,True,,None,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",u'free',,12:0-21:0,12:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0
732,57695,dLc1d1zwd1Teu2QED5TmlA,Noodlehead,242 S Highland Ave,Pittsburgh,PA,15206,40.457748,-79.925494,4.5,1341,1,"Thai, Noodles, Food, Restaurants",,,,,,,,,,,,,,True,True,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,False,u'none',u'casual',False,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,0:0-0:0
733,57808,gkeGCryFC7z2vlFSDdKH0g,Chipotle Mexican Grill,4861 Mcknight Rd,Pittsburgh,PA,15237,40.529074743,-80.0087334,3.0,46,1,"Mexican, Restaurants, Fast Food",,,,,,,,,,,,,,,,False,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',1,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
